"code","text"
"7376",PARTNER TO ENHANCE EXP IN TAX
"7377",EVOLUTIONARY ECOLOGY
"7378",EVOLUTIONARY GENETICS
"7379",MOLECULAR POPULATION STUDIES
"7382",CISE MINORITY INS INFRASTUCTURE PROGRAM
"7383",CAMEROON
"7384",ETHIOPIA
"7385",MOROCCO
"7386",NEPAL
"7387",TUNISIA
"7388",NETWORKING RESEARCH (NR)
"7389",PROGRAMMABLE WIRELESS NETWORKING
"7390",NETWORKING OF SENSOR SYSTEMS (NOSS)
"7391",GHANA
"7392",MOZAMBIQUE
"7393",SENEGAL
"7394",BOTSWANA
"7395",NAMIBIA
"7396",NEES RESEARCH
"7397",Cyber-Human Systems
"7398",OCEAN OBSERVATORY SCI & TECH
"7399",CISE MINOR INST INFRA (MII) PR
"7400",UNDERGRAD INSTRM & LAB IMPROVE
"7402",ZAMBIA
"7404",MALAWI
"7405",IRAQ
"7406",UNITED ARAB EMIRATES (UAE)
"7408",KUWAIT
"7409",ALGERIA
"7410",DUE COURSE & CURRICULUM PROG
"7414",LEBANON
"7416",COURSE & CURRICULUM-CALCULUS
"7417",S AND T HIGH-END COMPUTING
"7418",COURSE & CURRICULUM-ENGINEERNG
"7419",INTRODUCT CURRICULUM PROJECTS
"7423",Energy collection & storage
"7426",CCLI-ADAPTATION AND ADOPTION
"7427",CCLI-EDUCATIONAL MATERIALS DEV
"7428",CCLI-ADAPTATION AND IMPLEMENTA
"7429",CCLI-NATIONAL DISSEMINATION
"7430",UNDERGRAD FACULTY ENHANC PROGR
"7431",CCLI - ASA
"7432",AMISR
"7433",CyberInfra Frmwrk 21st (CIF21)
"7434",CNCI
"7437",CENTRES FOR OCEAN SCI EDU EXCE
"7438",HOMELAND SECURITY
"7439",Comp Ed Res (CER)
"7440",CAREER ACCESS OPPOR IN S&T
"7444",NATIONAL SMETE DIGITAL LIBRARY
"7445",CLEANER
"7446",MATH PRIORITY SOLICITATION
"7447",SENSORS SOLICITATION
"7448",GABON
"7449",BHUTAN
"7451",NSEE CORE
"7452",NSEE NON-CORE
"7453",GRAPHICS & VISUALIZATION
"7454",MSPA-INTERDISCIPLINARY
"7456",ITR-CYBERTRUST
"7457",NANOSCALE SCIENCE & ENG EDUCAT
"7458",GEOMORPHOLOGY & LAND USE DYNAM
"7459",SEDIMENTARY GEO & PALEOBIOLOGY
"7461","""TECH CHALLENGES IN ORG ELETRONICS"
"7462",DEVELOPING COUNTRY COLL IN PLANT GEN RES
"7464",FORWARD FUNDING RESOURCES
"7465",NANOSCALE BIO CORE
"7467",MULTI-USER EQUIPMENT (MUE)
"7468",INSTR RES AND INSTR DEVEL FOR BIO RES
"7469",ITR-HEC
"7470",NEES OPERATIONS
"7471",DEVELOPMENTAL BIOLOGY CLUSTER
"7472",BEHAVIORAL SYSTEMS CLUSTER
"7473",FUNCTIONAL & REGULATORY SYS CL
"7474",ENVIRON & STRUCTURAL SYS CL
"7475",HEC CORE FACILITIES
"7476",ETF
"7477",CI-TEAM
"7478",DYNAMICAL SYSTEMS
"7479",NANO AND BIO MECHANICS
"7480",ARCHIVAL DATA ANALYSIS
"7481",DYNAMIC DATA DRIVEN APPL SYSTS
"7482",BROADENING PARTIC IN COMPUTING
"7483",PHYSICS OF THE UNIVERSE
"7484",IIS SPECIAL PROJECTS
"7485",DATA MANAGEMENT SYSTEMS
"7486",INFORMATION PRIVACY & SECURITY
"7487",BROADENING PARTICIPATION
"7488",MATERIALS WORLD NETWORK
"7489",NSF-HUD PATH PROGRAM
"7491",ETHICS EDU FOR SCI & ENG PROG
"7492",CCLI-Phase 2 (Expansion)
"7493",CCLI-Phase 3 (Comprehensive)
"7494",CCLI-Phase 1 (Exploratory)
"7495",ROBUST INTELLIGENCE
"7496",COLLABORATIVE SYSTEMS
"7497",SRI LANKA
"7498",MALI
"7499",AFGHANISTAN
"7501",NSF-Europe Cooperation in Materials Res
"7502",NSF-Americas Coop in Materials Research
"7503",International Materials Institutes (IMI)
"7504",NSF-INTERNAT COOP IN MATERIALS RES-OTHER
"7506",BENIN
"7507",BURKINA FASO
"7513",COMOROS
"7514",COTE D'LVORIE
"7515",CYPRUS
"7516",DEM. REP. CONGO
"7517",DJIBOUTI
"7522",GUINEA
"7523",GUINEA BISSAU
"7524",IRAN
"7525",LESOTHO
"7526",LIBERIA
"7527",LIBYA
"7531",MAURITIUS
"7532",MYANMAR
"7533",NIGER
"7534",QATAR
"7538",REP. CONGO
"7539",REUNION
"7541",RWANDA
"7542",SAUDI ARABIA
"7544",SIERRA LEONE
"7545",SOMALIA
"7546",SUDAN
"7547",SWAZILAND
"7552",COFFES
"7553",PHYSICS AT THE INFO FRONTIER
"7554",RES. EXP. FOR GRADS (CULT ANT)
"7555",STC CLASS OF 2005
"7556",CONFERENCE AND WORKSHOPS
"7557",UICRP
"7561",CANADA
"7562",DOMINICAN REPUBLIC
"7563",ECUADOR
"7564","""INTEGRATIVE"
"7565",OPUS
"7566",PIRE
"7567","""SOC STUDIES OF SCI"
"7568",ADVANCE-PAID
"7569",CYBERINFRASTRUCTURE/SCIENCE
"7570",SURFACE EARTH PROCESS SECTION
"7571",DEEP EARTH PROCESSES SECTION
"7573",BIO-RELATED MATERIALS RESEARCH
"7574",CYBER INFRA FOR MATERIALS RES
"7577",PLANT GENOME RESEARCH RESOURCE
"7578",CS 10K
"7579",Broadening Participation (BP)
"7581",ITR-DYNAMIC DATA DRIV APP SYS
"7582",HURRICANE KATRINA
"7583",ITR-HECURA
"7584",ITR-BROADENING PARTICIPATION
"7592",COASTAL OCEAN PROCESSES
"7593",FIELD STATIONS AND MARINE LABS
"7596",REGIONAL RESEARCH VESSELS
"7598",INTL IODP ACTIVITIES
"7601",NAT NANOTECHNOLOGY INFRAST NET
"7602",INFORMATION INTEGRATION
"7603","""SCIENCE"
"7604",NANOSIMULATON GROUPS/NETWORK
"7605",PLANETARY BIODIVERSITY INVENT
"7606",FUTURE INTERNET DESIGN (FIND)
"7607","""POWER"
"7608",PREM
"7609",IUCRC FUNDAMENTAL RESEARCH
"7611",GEO TEACH
"7614",STCs - 2006 CLASS
"7619",EQUIPMENT ACQUISITIONS
"7620",ENG Eval & Assessment Act
"7621",PHYSICS-BROADEN PARTICIPATION
"7623",BIOMATERIALS PROGRAM
"7624",CSUMS
"7625",REESE
"7626",SCIENCE OF SCIENCE POLICY
"7632",HUMAN-ROBOT INTERACTION
"7633",EFRI RESEARCH PROJECTS
"7634",BIO CENTERS
"7636",NESCENT
"7637",NANTOXICOLOGY
"7638",SBE INSTRUMENTATION AWARDS
"7639",IRES
"7640",CPATH
"7641",INT'L RES & EDU IN ENGINEERING
"7642",VIRTUAL ORGANIZATIONS
"7643",ENVIRONMENTAL SUSTAINABILITY
"7644",ENERGY FOR SUSTAINABILITY
"7645",DISCOVERY RESEARCH K-12
"7647",DR-K12 RESOURCES AND TOOLS
"7650",ADVANCE PLAN IHE
"7651",OTHER COLLABORATIONS
"7652",SCIENCE OF DESIGN
"7653",EXPLOSIVES & RLTD THREATS EXP
"7654",WIRELESS NETWORK
"7655",ITR-CreativeIT
"7656",SYMBIOSIS DEF & SELF RECOG
"7657",Integrative Ecologi Physiology
"7658",Physiolg Mechansms&Biomechancs
"7659",ANIMAL BEHAVIOR
"7662",SCIENCE EDUCATION ACTIVITIES
"7664",THEORETICAL BIOLOGY
"7680",ENG DIVERSITY ACTIVITIES
"7681",ENG NNI SPECIAL STUDIES
"7682",PAARE
"7683",SOFTWARE DEVELOPEMENT FOR CI
"7684",STRATEGIC TECHNOLOGIES FOR CI
"7688","""SCIENCE"
"7689",Assembling the Tree of Life
"7690",ADVANCE - IT-START
"7691",PetaApps
"7692",RIG/CAA
"7693",CZO: CRITICAL ZONE OBSER SOLIC
"7696","""ENVIRONMENT"
"7697",INSTRUMENTATION
"7699",ICER
"7700",EDUCATIONAL LINKAGES
"7701",DATA INTEROPERABILITY NETWORKS
"7702",SOCIETAL IMPLICATIONS OF NANO
"7703",FOUNDATIONS VISUAL ANALYTICS
"7704",SLC ACTIVITIES
"7706",DEL WORKSHOP
"7707",NSF/DHS ACADEMIC RES INITIAT
"7711",INTERNATIONAL POLAR YEAR
"7712",ORGANIZATION
"7713",ACTIVATION
"7714",MODULATION
"7715",BROADENING PARTICIPATION
"7716",MID-SIZE INFRASTRUCTURE
"7717",INTEGRATIVE INTELLIGENCE
"7718",NEXT-GENERATION NETWORKED INFO
"7719",DEL
"7720",CEIN
"7721",FROM DATA TO KNOWLEDGE
"7722",COMPLEXITY
"7723",EXPERIMENTAL EXPEDITIONS
"7724",SOFTWARE FOR REAL-WORLD SYSTMS
"7725",CDI-VIRTUAL ORGANIZATIONS
"7726",DATANET
"7727",IRES/DDEP
"7728",PASI
"7731",OTHER GLOBAL LEARNING & TRNING
"7732",CIMBS
"7735",NANO EHS CORE
"7736",DOD ASSURE PROGRAM
"7741",BROAD PARTIC IN ENG (BRIGE)
"7742",PIRE
"7744",RAHSS
"7746",NETWORKING AT THE EDGES (NEDG)
"7747",NETWORK ECOSYSTEMS (NECO)
"7748",AWARE NETWORKING (ANET)
"7749",EXPLORATORY NETWORKING (XPLR)
"7750",CDI TYPE I
"7751",CDI TYPE II
"7752",CDI NON SOLICITED RESEARCH
"7753",ATMOSPHERIC COMPOSITION
"7754",CLIMATE VARIABILITY & CHANGE
"7756",CARBON CYCLE
"7757",LAND USE/LAND COVER
"7758",TERRESTRIAL & MARINE ECOSYS
"7759",HC & RCC
"7761",MSP-PHASE II PARTNERSHIPS
"7762",IREC
"7764",EMERGING TOPICS
"7765",INNOV INSTIT INTEGRAT-MSP
"7767",INNOV INSTIT INTEGRAT-CREST
"7770",RESRCH IN SCIENCE EDUCATION
"7773",Econ&Social Res Council(ESRC)
"7774",INNOV INSTIT INTEGRAT-ITEST
"7781",PETASCALE - TRACK 1
"7782",CLUSTER EXPLORATORY (CLuE)
"7783",UNGRAD RES MENTORING IN BIO
"7784",CEIN-CTR ENVIR IMPL OF NANO
"7785",ITR - DATANET
"7786",MCDA
"7787",EESE
"7788",CreativeIT
"7789",UARS SPECIAL PROGRAMS
"7790",LARS SPECIAL PROGRAMS
"7791",ULAFOS SPECIAL PROGRAMS
"7792",AMER COMPETITIVENESS FELLOWS
"7793",DATA-INTENSIVE COMPUTING
"7794",NETWORK SCIENCE & ENGINEERING
"7795",TRUSTWORTHY COMPUTING
"7796",ALGORITHMIC FOUNDATIONS
"7797",COMM & INFORMATION FOUNDATIONS
"7798",SOFTWARE & HARDWARE FOUNDATION
"7799",ACI FELLOWS
"7901",DMSS
"7902",PSCE
"7903",EHCS
"7904",UBM
"7905",MPS SUST ENERGY SCI
"7906",PRISM
"7907",NSCC
"7908",Teaching & Mstr Tchng Fellows
"7909",BIOSENSING
"7913",PREM
"7914",RAPID
"7915",Ethics & Values of SET
"7916",EAGER
"7917",NetS RESEARCH RESOURCES
"7918",CYBER-PHYSICAL SYSTEMS (CPS)
"7923",SMALL PROJECT
"7924",MEDIUM PROJECT
"7925",LARGE PROJECT
"7926",ALGORITHMS
"7927",COMPLEXITY & CRYPTOGRAPHY
"7928",QUANTUM COMPUTING
"7929",COMPUTATIONAL GEOMETRY
"7931",COMPUTATIONAL BIOLOGY
"7932",COMPUT GAME THEORY & ECON
"7933","""NUM"
"7934",PARAL/DISTRIBUTED ALGORITHMS
"7935",COMM & INFORMATION THEORY
"7936",SIGNAL PROCESSING
"7937",NETWORK CODING AND INFO THEORY
"7938",SENSOR NETWORKS
"7941",COMPUTER ARCHITECTURE
"7942",HIGH-PERFORMANCE COMPUTING
"7943",PROGRAMMING LANGUAGES
"7944",SOFTWARE ENG & FORMAL METHODS
"7945",DES AUTO FOR MICRO & NANO SYST
"7946",BIO COMPUTING
"7947",NANOCOMPUTING
"7949",LIFE IN TRANSITION (LiT)
"7951",ENG INTERDISC RES (IDR)
"7952",HECURA
"7953",SOCIAL-COMPUTATIONAL SYSTEMS
"7954",SANDPIT
"7956",SBE Interdisciplinary Research
"7957",COMMUNICATING SCIENCE BROADLY
"7958",SCIENCE MASTERS PROGRAM
"7959",MACROSYSTEM BIOLOGY
"7960",EEC Innovation Award
"7961",NSEC Fellowship
"7962","""ENV."
"7963",ITR-CDI
"7965",PSID
"7966",GSS
"7967",EDUCATION AND WORKFORCE
"7968",Dimensions of Biodiversity
"7969",FY 2010 Funding for PTR
"7972",Transforming Undergrad Bio Ed
"7974",GRAD RESEARCH SUPPLEMENT
"7976",EARS
"7979",CRI Unpooled
"8001",CRI-OA
"8002",CISE Research Resources
"8004",Software Institutes
"8005",Scientific Software Elements
"8006",MPS-Life Science Interface
"8007",BioMaPS
"8008",Intl Collabrtn in Chemistry
"8009",Scientifc Software Integration
"8010",Computing in the Cloud
"8011",SCIART
"8012","""CR"
"8013",High Risk/Reward Innovative Research
"8015",Research Ntwrks in Mathematical Sciences
"8016",Japan Earthquake 2011
"8018",Smart and Connected Health
"8019",Accelerating Innovation Rsrch
"8020",Green Engineering
"8021",Materials Engineering
"8022",Sustainable Infrastructure Materials
"8023",Health Care Enterprise Systems
"8024",Complex Systems
"8025",Advanced Materials Processing
"8026",Renewable Energy Storage (RESTOR)
"8027",Cyber Secur - Cyberinfrastruc
"8028",Sensor Technology
"8029",Manufacturing
"8030",Chemical Technology
"8031",Education Products
"8032",Software Services and Applications
"8033",Hardware Software Integration
"8034",Hardware Components
"8035",Hardware Devices
"8036",Advanced Electronics
"8037",Advanced Manufacturing
"8038",Biotechnology
"8039","""Information"
"8040",Energy and Environment
"8041",Fabrications and Processing Technology
"8042",Health and Safety
"8043",System Design and Simulation
"8044",BIO Innovation Activities
"8045",Cyberlearn & Future Learn Tech
"8046",REV Supplements
"8047",Veterans Involvement
"8048",Data Infrstr Bldg Blocks-DIBBs
"8050",Science of Broadening Participation
"8055",Capacity-Building Projects
"8056",Cyberlearning Resource Center
"8058",Science Across Virtual Instits
"8060",SEES Unsolicited
"8061",SCH Type I: EXP
"8062",SCH Type II: INT
"8070",P2C2 Proposals
"8073",NSF-Census Research Network
"8076",GeoPRISMS
"8083",Big Data Science &Engineering
"8084",CDS&E
"8085",Building Innovation Capacity
"8086",Natl Robotics Initiative (NRI)
"8087",Frontiers in SaTC
"8088",NIST supplement
"8089",Understanding the Brain/Cognitive Scienc
"8090",STEM-C Partnerships
"8091",BRAIN Initiative Res Support
"8092",Space Weather Research
"8100",DARPA-ROBOTICS & MACHINE INTEL
"8205",OCE Postdoctoral Fellowships
"8206",Formal Methods and Verification
"8207",CyberSEES Type 1
"8208",CyberSEES Type 2
"8209",Improv Undergrad STEM Ed(IUSE)
"8210",Intl Bio Postdoc Res Fellowshp
"8211",S2I2 - Scient Sftwre Innovat Insts
"8212",Broaden Particip STEM Resrch
"8213",IBSS
"8214",ECCO
"8215",Special Track in STEP: G10K+
"8225",SaTC Special Projects
"8226",SaTC: STARSS
"8228",CISE Resrch Initiatn Initiatve
"8229",WiFiUS
"8230",Big Data and Disasters
"8231",CyberSEES
"8232",SEES Fellows
"8233",Integration Projects (INT)
"8234",CPS-Breakthrough
"8235",CPS-Synergy
"8236",CPS- Frontier
"8237",CISE Interagency Agreements
"8238",DCLS-Hispanic Serving Inst
"8239",Youth Violence
"8240",SBIR/STTR CAP
"8241",GEMINI TELESCOPES-CONSTRUCTION
"8242",Marine Nitrogen Cycle
"8243",TRANS TO QUAL ORG PROG-PROGRAM
"8244",EHR CL Opportunities (NSF 14-302)
"8246",GEMINI TELESCOPES-OPERATIONS
"8248",SusChEM
"8249",Sustainable Materials
"8250",RIPS
"8251",Math Sci Innovation Incubator
"8266",OCEAN MARGINS STUDIES
"8270",JAPAN-U.S. FELLOWSHIPS PROG-RE
"8271",LONG TERM VISITORS
"8280",INTEGRATED OCEAN DRILLING PROG
"8288",BMGF
"8293",Hurricane Sandy
"8396",Clean Energy Technology
"8397",Hydrogen Storage or Generation
"8398",Hydrocarbon Conversion
"8399",Energy Storage or Transmission
"8400",DMREF
"8500",Ideas Lab projects
"8549",Enriched Doctoral Training
"8551",IntgStrat Undst Neurl&Cogn Sys
"8552",CRII
"8555",Harmful Algae Blooms (HABs)
"8556",Coral Reefs
"8560",ARC-SEES
"8565",Deep Biosphere
"8600",US/SPAIN PROG 1973
"8604",Fuel Cells
"8605",SBE 2020
"8606",EXTREEMS-QED
"8607",Solar Energy Capture&Conver
"8608",Nuclear Energy
"8609",Other Energy Research
"8611",Energy Efficiency and End Use
"8614",Nanomaterials
"8615",Nanoscale Devices and Systems
"8618",Major Rsrch Fac&Instrum Acq
"8624",Societal Implications (ELSI)
"8650",Sustainable Chemistry
"8653",INSPIRE Track-1 (Creativ)
"8654",INSPIRE Track-2
"8656",INSPIRE Director's Awards
"8676",Critical Elements
"8700",Nanoelectronic Interdisc Teams
"8750",Bio & Comp Shared Princ (BCSP)
"8800",SCIENCE RESOURCES STATISTICS
"8801",SCIENCE & ENG ED & HUMAN RESRS
"8803",SCIENCE & ENGINEERING PERSONNL
"8804",SCIENCE & ENGINEERNG INDICATRS
"8808",Veterans Research Supplements
"8811",Marine Microbial Ecology
"8812",Midscale Research Infrastruct
"8815",Studies of Policy Sci Eng Tech
"8816",Workforce Development
"8817",STEM Learning & Learning Environments
"8818",STEM Learning Environments
"8819",Forensic Science
"8830",SCIENTIFIC & TECHNICAL PERSONN
"8840",MODELING OF SPEC S&T INDICATOR
"8841",Exploration Projects
"8842",Design and Implementation Projects
"8843",Integration and Deployment Projects
"8877",KDI-COMPETITION
"8888",LEARNING & INTELLIGENT SYSTEMS
"8889",COLLABORATIVE RESEARCH ON LEARNING TECH
"8900",ARMY-MEMBERSHIP FEE CTR TELECO
"8990",Optics and Photonics
"9000",BPEC
"91",DATA NOT AVAILABLE
"9101",LEADERSHP PRJCTS IN SCIENCE & HUMANITIES
"9102","""WOMEN"
"9103",NSF COLLABS FOR EXCELL IN TEACHER PREPAR
"9104",ENVIRONMENTAL BIOTECHNOLOGY
"9105",INTELLIGENT CONTROL INITIATIVE
"9106",BIOPROCESSING
"9107",BIOELECTRONICS AND BIONETWORKS
"9108",BIOMOLECULAR MATERIALS
"9109",AGRICULTURAL BIOTECHNOLOGY
"9110",INDUSTRY/UNIV COOP RESEAR
"9111",HEALTH-RELATED BIOTECHNOLOGY
"9112",ENERGY-RELATED BIOTECHNOLOGY
"9113",MARINE BIOTECHNOLOGY--BIOPROCESSING
"9114",MARINE BIOTECHNOLOGY--AGRICULTURAL
"9115",AUTOMATION
"9116",CE21 Type I
"9117",MARINE BIOTECHNOLOGY
"9118",MARINE BIOTECHNOLOGY--GENERAL FOUNDATINS
"9119",GENERAL FOUNDATIONS OF BIOTECHNOLOGY
"9120",CROSS-DIRECTORATE PROGRAMS
"9123",SOCIAL & ECONOMIC DIMENSIONS OF BIOTCHNL
"9124",BIOTECHNOLOGY RESEARCH FACILITIES
"9125",BIOTECHNOLOGY TRAINING & CAREER DEVLPMNT
"9126",BIOTECHNOLOGY INSTRUMENTATION
"9127",BIOTECHNOLOGY REPOSITORIES
"9128",CE21 Type II
"9129",BIOTECHNOLOGY DATABASES
"9130",RES IMPROVE IN MINORITY INSTIT
"9131",CENTERS FOR RSCH EXCELL IN S&T
"9132",RES CAREERS FOR MINOR SCHOLARS
"9133",ALLIANCES-MINORITY PARTICIPAT.
"9134",PHYSICS EDUC & INTERDISCIP RES
"9135",MINORITY RESEARCH INITIATION
"9136",MINOR RES INITIAT (MRI)-PLAN G
"9137",MINOR RES INITIAT (MRI)-EXT AD
"9138",CAREER ADVNCMT AWDS-MINORITIES
"9139",INFORMATION INFRASTRUCTURE & TECH APPL
"9140",UNASSIGN 2 & 4 YR COL PRO
"9141",RES IN UNDERGRAD. INST - EQUIP
"9143",DIRECTOR'S PROJECTS
"9145",SPECIAL PROGRAMS-RESERVE
"9146",MANUFACTURING BASE RESEARCH
"9147",GENERIC TECHNOL FOR MANUFACTURING CELLS
"9148",TOOLS & TECHNOL FOR MANUFACTURING DESIGN
"9149",SUPPORT SYS & EDUC FOR ADV MANUFACTURING
"9150",EXP PROG TO STIM COMP RES
"9151",EPSCOR OUTREACH
"9152",EDUCATION PROGRAM EVALUATION
"9153",ENVIRON CONSCIOUS DESIGN AND MANUFACTURI
"9155",ACADEMIC RESEARCH INFRASTRUCTU
"9156",ENVIRONMENTAL CHEMISTRY
"9157",ACADEMIC RESEARCH INSTRUMENTAT
"9158",ACCESS PROTOTYPE
"9159",DDF - DISTRIBUTED DESIGN AND FABRICATION
"9160",PRT
"9161",SINGLE DIVISION/UNIVERSITY
"9162",MULTI DIVISION/UNIVERSITY
"9163",SINGLE DIVISION/UNIVERSITY - INDUSTRY
"9164",SINGLE DIVISION/UNIVERSITY - GOVT LAB
"9165",MULTI DIVISION/UNIVERSITY-INDUSTRY
"9166",MULTI DIVISION/UNIVERSITY-GOVT LAB
"9167",CEMENT STC
"9168",EPSCOR OUTREACH
"9169",BIODIVERSITY AND ECOSYSTEM DYNAMICS
"9170",NSF PLANNING & EVALUATION
"9171",SCIENCE AND TECHNOLOGY CENTERS
"9172",STC PLANNING GRANTS
"9174",GEMINI (TELESCOPES)
"9175",POST-DOCTORAL FELLOWSHIPS
"9176",COMPUT APPROACH TO REAL MATRLS
"9177",ELEMENTARY/SECONDARY EDUCATION
"9178",UNDERGRADUATE EDUCATION
"9179",GRADUATE INVOLVEMENT
"9180",PUBLIC SCIENCE LITERACY EDUCATION
"9181",BIOPROCESSING/BIOMOLECULAR MATERIALS
"9183",GENERAL FOUNDATIONS OF BIOTECHNOLOGY
"9184",BIOTECHNOLOGY - INFRASTRUCTURE
"9186",RESOURCE USE AND MANAGEMENT
"9187",TOXIC SUBSTANCES/SOLID & HAZARDOUS WASTE
"9188",AIR QUALITY
"9189",WATER RESOURCES/COASTAL & MARINE ENVIRON
"9191",SUPER COMPUTER RESEARCH
"9192",EXPER COMPUTER SCIENCE POSTDOC
"9194",GRANTS WITH INFRASTRUCTURE
"9195","""STATE SCIENCE"
"9196",NATURAL DISASTERS
"9197",ENVIRONMENTAL TECHNOLOGY
"9198",OTHER ENVIRONMENT
"9199",UNDISTRIBUTED PANEL/IPA FUNDS
"9200",US CHINA COOP IN BASIC SCIENCE
"9207",ASTA-COMPUTATIONAL TECHNIQUES
"9213",BRHR-INFRASTRUCTURE
"9215",HIGH PERFORMANCE COMPUTING SYSTEMS
"9216",ADVANCED SOFTWARE TECH & ALGOR
"9217",NATNL RESERCH & EDUCAT NETWORK
"9218",BASIC RESEARCH & HUMAN RESORCS
"9219",POSTDOCTORAL FELLOWSHIPS IN MATH SCIENCE
"9220",RES OPPORTUNITIES FOR WOMEN
"9221",RESEARCH PLANNING GRANTS FOR WOMEN
"9222",CAREER ADVANCEMENT AWARDS FOR WOMEN
"9223",ENVIRON BENIGN CHEMICAL SYNTH & PROCESS
"9225",VISITNG PROFESS FOR WOMEN
"9226",INDO-US SCIENCE & TECH IN
"9227",PRESID. YOUNG INVESTIGATORS
"9228",UNDERGRAD. COLL SUPP- RESEARCH
"9229",RES IN UNDERGRAD INST-RESEARCH
"9230",ROBOTICS RESEARCH
"9231",SUPPL FOR UNDERGRAD RES ASSIST
"9232",RES OPPOR AWARDS(ROA) (SUPPLEM
"9233",BIOTECHNOLOGY RESEARCH
"9234",PR YOUNG INV/RES IN UNDGR INST
"9235",RESEARCH ON TEACHING & LEARNIN
"9236",CHEMISTRY OF LIFE PROCESSES
"9237",SMALL GRANTS-EXPLORATORY RSRCH
"9238",CENTER EHR OUTREACH ACTIVITIES
"9239",MATERIALS CHEMISTRY
"9240",HIGH RISK CHEMISTRY PROJECTS
"9241",OTHER COLLABORATIVE CHEMISTRY
"9246",UNDERGRAD MATERIALS EDUCATION INITIATIVE
"9247",SUMMER SCIENCE CAMPS
"9248",PARTNERSHIPS FOR MINORITY STUDNT ACHIEVE
"9249",COMPREHENSIVE REGIONAL CTRS FOR MINORITI
"9250",RES EXPER FOR UNDERGRADS-SITE
"9251",RES EXPER FOR UNDERGRAD-SUPPLT
"9252",MODEL PROJECTS FOR WOMEN
"9253",MODEL PROJECTS FOR PERSONS WITH DISABILI
"9254",CURRICULUM DEVELOPMENT
"9255",LDRSHIP PRJS-COLL SCI INSTRUMN
"9256",HPCC-RELATED AWARD
"9257",ADV MATERI & PROCESS/SINGLE DISCIPLINE
"9258",ADV MATERI & PROCESS/MULTI DISCIPLINES
"9259",SOFTWARE CAPITALIZATION
"9260",FASED
"9261",RESRCH ASSIST-MINORITY H.S. ST
"9262",CREATIVY AWARDS FOR UNDGR STUD
"9263",COMPUTATIONAL SCIENCE & ENGING
"9264",RESEARCH INITIATION AWARD
"9265",MATERIALS PROCESSING INITIATIV
"9266",PRIVATE SECTOR PARTNERSHIPS PR
"9267",INSTRUMENTATION & LAB IMPROVE.
"9268",UNDERGRAD FACULTY ENHANCEMENT
"9269",UNDERGRAD CALCULUS CURRICULUM
"9270",UNDERGRAD ENGINEER CURRICULUM
"9271",CAREER ACCESS OPPORTUNITIES
"9272",EARTHQUAKES-ENGINEERING
"9274",OCEAN ENGINEERING & TECHNOLOGY
"9275",PARALLEL COMPUTING THEORY
"9276",PRES YOUNG INV BLUE RIB PAN EX
"9277",OTHER UNDERGRAD MINORITY PROGS
"9278",HUMAN DIMENSIONS OF GLOBAL CHANGE
"9279",STRATEGIC MANUFACTURING INITIA
"9280",HIGH TEMP SUPERCONDUCTIV INITI
"9281",EDUCATIONAL SUPPLEMENTS (CISE)
"9282",MINORITY GRADUATE RESEARCH
"9283",MINORITY POSTDOCT. FELLOWSHIPS
"9284",PRC SCIENTIST SUPPLEMENTS
"9285",CONSRV & RESTOR BIOL SPEC COMP
"9286",APPLICATION SPECIF COMPUT SYST
"9287",MANAGEMENT TECHNOLOGY INITIATI
"9288",LOMA PRIETA EARTHQUAKE
"9289",FORMAL METHOD SOFWARE ENG INIT
"9290",INDUSTRY INTERNSHIP
"9291","""GRAD ENG ED-WOMEN"
"9292",FACULTY AWARDS FOR WOMEN
"9293",RESRCH IN INTELL MAT HNDLG SYS
"9294",MATERIALS SYNTHS & PRCS/SINGLE
"9295",MATERIALS SYNTHS & PRCES/MULTI
"9296",PRESIDENTIAL FACULTY FELLOWS
"9297",NSF YOUNG INVESTIGATOR
"9298",RESEARCH ELECTROCHEMICAL SYNTH
"9299",COMB RESRCH-CURRC DEV IN TECH
"9770",SEC SVC REIMB SUPP AGREEMENT
AMPP,ADVANCED MATERIALS & PROCESSING PROGRAM
BIOT,BIOTECHNOLOGY
CL10,Career-Life Balance Supports
CLIM,COLL FOR IMP CLIM SIMUL CAPABI
CVIS,CIVIL INFRASTRUCTURE
DHCI,DATABA & DATA ACC FOR HU CAP
ECDM,ENVIRO CONS DESIGN & MANU INIT
EGCH,ENVIRONMENT AND GLOBAL CHANGE
ENVI,ENVIRONMENT
GEDI,GRADUATE EDUCATION INITIATIVE
GLCH,GLOBAL CHANGE
GRCH,HPCC GRAND CHALLENGES
HPCC,HIGH PERFORMANCE COMPUTING & COMM
MANU,MANUFACTURING
NONE,INFRASTRUCTURE FOR SBS COMP (NSF-99-32)
OSIE,MULTID RSCH IN OPTI SCI & ENGI
OTHR,OTHER RESEARCH OR EDUCATION
SMET,"""SCIENCE"
UNKN,Primary initiative not assigned
WATR,WATER AND WATERSHEDS
